dataset,specialty,language,conversation_id,wer,similarity,bleu,medical_term_accuracy,speaker_accuracy
data-med-Azure for English-Nova for French,gp,en-CA,gp_10_followup,0.5470085470085471,0.605475040257649,0.605475040257649,1.0,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_4_followup,0.6266666666666667,0.5198851988519885,0.5198851988519885,0.5,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_3_followup,0.5547169811320755,0.6182648401826484,0.6182648401826484,1.0,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_7_followup,0.56,0.6146971201588878,0.6146971201588878,1.0,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_7_consultation,0.5857142857142857,0.5727482678983834,0.5727482678983834,1.0,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_6_followup,0.49282296650717705,0.6655737704918033,0.6655737704918033,0.5,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_2_consultation,0.6851851851851852,0.4714285714285714,0.4714285714285714,0.5,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_2_followup,0.6142857142857143,0.531089294062646,0.531089294062646,0.3333333333333333,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_5_followup,0.5354330708661418,0.6284017812963879,0.6284017812963879,1.0,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_6_consultation,0.5175438596491229,0.6293779404077365,0.6293779404077365,1.0,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_1_followup,0.4716981132075472,0.6838487972508591,0.6838487972508591,1.0,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_3_consultation,0.6417910447761194,0.5099959200326397,0.5099959200326397,0.3333333333333333,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_5_consultation,0.5813008130081301,0.5919282511210763,0.5919282511210763,0.0,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_10_consultation,0.5504201680672269,0.6299132210311383,0.6299132210311383,0.5,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_8_followup,0.5236363636363637,0.6322751322751323,0.6322751322751323,0.75,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_4_consultation,0.6978609625668449,0.45783997129529963,0.45783997129529963,0.25,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_1_consultation,0.6646884272997032,0.4917238595074687,0.4917238595074687,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_8_consultation,0.3812636165577342,0.6976944624003447,0.6976944624003447,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_9_followup,0.4027777777777778,0.6979958534899793,0.6979958534899793,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_9_consultation,0.21893491124260356,0.8588621444201313,0.8588621444201313,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_10_followup,0.20915032679738563,0.8795252225519288,0.8795252225519288,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_4_followup,0.38028169014084506,0.753984753984754,0.753984753984754,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_3_followup,0.38924050632911394,0.7352846574461241,0.7352846574461241,0.5,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_7_followup,0.2288135593220339,0.7689873417721519,0.7689873417721519,0.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_7_consultation,0.24074074074074073,0.8505131637661758,0.8505131637661758,0.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_6_followup,0.4265232974910394,0.6946619217081851,0.6946619217081851,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_2_consultation,0.36675461741424803,0.5575695685473576,0.5575695685473576,0.6666666666666666,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_2_followup,0.4121212121212121,0.6970059880239521,0.6970059880239521,0.6666666666666666,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_5_followup,0.23076923076923078,0.8002577319587629,0.8002577319587629,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_6_consultation,0.3589041095890411,0.654739652870494,0.654739652870494,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_1_followup,0.24516129032258063,0.8361916026020106,0.8361916026020106,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_3_consultation,0.3448275862068966,0.46200454430699317,0.46200454430699317,0.25,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_5_consultation,0.24774774774774774,0.8272650296359018,0.8272650296359018,0.75,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_10_consultation,0.22302158273381295,0.8364389233954451,0.8364389233954451,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_8_followup,0.5203252032520326,0.6220264317180617,0.6220264317180617,0.5,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_4_consultation,0.23497267759562843,0.8754448398576512,0.8754448398576512,1.0,0.0
data-med-Azure for English-Nova for French,gp,fr-CA,gp_1_consultation,0.22580645161290322,0.8554059921841077,0.8554059921841077,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_8_consultation,0.2298507462686567,0.8367463026166098,0.8367463026166098,0.6,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_9_followup,0.13488372093023257,0.9286926994906621,0.9286926994906621,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_9_consultation,0.19540229885057472,0.8896127397756062,0.8896127397756062,0.8333333333333334,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_10_followup,0.22274881516587677,0.18319928507596067,0.18319928507596067,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_4_followup,0.18430034129692832,0.7081736909323116,0.7081736909323116,0.8,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_7_followup,0.18695652173913044,0.8011919965942954,0.8011919965942954,0.6666666666666666,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_10_consultation,0.19063545150501673,0.8471930351245872,0.8471930351245872,0.9090909090909091,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_3_followup,0.13270142180094788,0.9233419465977606,0.9233419465977606,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_2_followup,0.22983870967741934,0.786042944785276,0.786042944785276,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_6_followup,0.1951219512195122,0.9002770083102493,0.9002770083102493,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_7_consultation,0.15714285714285714,0.9167516139993204,0.9167516139993204,0.8333333333333334,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_2_consultation,0.13761467889908258,0.9213809109370467,0.9213809109370467,0.5,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_6_consultation,0.1986062717770035,0.5066666666666667,0.5066666666666667,0.6666666666666666,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_1_followup,0.28125,0.7968197879858657,0.7968197879858657,0.8,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_5_followup,0.25461254612546125,0.8282982791586998,0.8282982791586998,0.8,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_3_consultation,0.18115942028985507,0.8072607260726072,0.8072607260726072,0.875,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_5_consultation,0.1476923076923077,0.9214425496225888,0.9214425496225888,0.8571428571428571,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_4_consultation,0.1650485436893204,0.7549194991055456,0.7549194991055456,0.8333333333333334,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_8_followup,0.18666666666666668,0.8849484536082475,0.8849484536082475,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,en-CA,cardiology_1_consultation,0.20149253731343283,0.7840453150814255,0.7840453150814255,0.7142857142857143,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_8_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_9_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_9_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_10_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_4_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_7_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_10_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_3_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_2_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_6_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_7_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_2_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_6_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_1_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_5_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_3_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_5_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_4_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_8_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,cardiology,fr-CA,cardiology_1_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_8_consultation,0.18729096989966554,0.8917155903457273,0.8917155903457273,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_9_followup,0.14788732394366197,0.9200273410799726,0.9200273410799726,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_9_consultation,0.1732283464566929,0.6651549508692366,0.6651549508692366,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_10_followup,0.18803418803418803,0.8766177739430544,0.8766177739430544,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_4_followup,0.15,0.8323803791754438,0.8323803791754438,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_3_followup,0.10943396226415095,0.9449093444909344,0.9449093444909344,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_7_followup,0.308,0.8025369978858351,0.8025369978858351,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_7_consultation,0.18214285714285713,0.9001416430594901,0.9001416430594901,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_6_followup,0.21052631578947367,0.8448512585812357,0.8448512585812357,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_2_consultation,0.1728395061728395,0.9082672706681767,0.9082672706681767,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_2_followup,0.1357142857142857,0.9270797672030127,0.9270797672030127,0.6666666666666666,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_5_followup,0.12992125984251968,0.9232558139534883,0.9232558139534883,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_6_consultation,0.16228070175438597,0.9104477611940298,0.9104477611940298,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_1_followup,0.27358490566037735,0.7832238504295098,0.7832238504295098,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_3_consultation,0.18208955223880596,0.9052376627308507,0.9052376627308507,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_5_consultation,0.22357723577235772,0.8605577689243028,0.8605577689243028,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_10_consultation,0.18487394957983194,0.892080426754206,0.892080426754206,0.75,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_8_followup,0.16363636363636364,0.9047785141262644,0.9047785141262644,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_4_consultation,0.21390374331550802,0.8792698826597132,0.8792698826597132,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,en-CA,gp_1_consultation,0.17507418397626112,0.9030552291421856,0.9030552291421856,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_8_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_9_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_9_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_10_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_4_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_3_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_7_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_7_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_6_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_2_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_2_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_5_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_6_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_1_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_3_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_5_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_10_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_8_followup,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_4_consultation,0.0,1.0,1.0,1.0,0.0
data-med-without-noise-original-Azure for French-Nova for English,gp,fr-CA,gp_1_consultation,0.0,1.0,1.0,1.0,0.0
